t,observation
0.0,1.0166221857070923
0.0033444815780967474,0.987293541431427
0.006688963156193495,1.0062748193740845
0.010033444501459599,0.931168258190155
0.01337792631238699,0.9060491323471069
0.016722407191991806,0.8695452809333801
0.020066889002919197,0.8332059383392334
0.023411370813846588,0.7880300283432007
0.02675585262477398,0.6988980770111084
0.03010033443570137,0.6285662651062012
0.03344481438398361,0.587334394454956
0.03678929805755615,0.4739196300506592
0.040133778005838394,0.4138965308666229
0.043478261679410934,0.2814708352088928
0.046822741627693176,0.22481733560562134
0.05016722530126572,0.16767479479312897
0.05351170524954796,0.06990595161914825
0.0568561851978302,-0.041316255927085876
0.06020066887140274,-0.11550891399383545
0.06354515254497528,-0.16671931743621826
0.06688962876796722,-0.26984336972236633
0.07023411244153976,-0.3546837270259857
0.0735785961151123,-0.42529886960983276
0.07692307978868484,-0.4965205192565918
0.08026755601167679,-0.5405467748641968
0.08361203968524933,-0.5342426300048828
0.08695652335882187,-0.6220394968986511
0.09030099958181381,-0.6505113244056702
0.09364548325538635,-0.6677883267402649
0.09698996692895889,-0.7009773850440979
0.10033445060253143,-0.7188460230827332
0.10367892682552338,-0.7475191354751587
0.10702341049909592,-0.7195165753364563
0.11036789417266846,-0.739342987537384
0.1137123703956604,-0.7007972002029419
0.11705685406923294,-0.682647705078125
0.12040133774280548,-0.6989612579345703
0.12374582141637802,-0.5883961319923401
0.12709030508995056,-0.561398446559906
0.1304347813129425,-0.5528697371482849
0.13377925753593445,-0.51447993516922
0.13712374866008759,-0.4395773112773895
0.14046822488307953,-0.3436683416366577
0.14381270110607147,-0.3422255218029022
0.1471571922302246,-0.2738044857978821
0.15050166845321655,-0.2058779001235962
0.1538461595773697,-0.13723154366016388
0.15719063580036163,-0.0874481275677681
0.16053511202335358,-0.008094191551208496
0.1638796031475067,0.03256974741816521
0.16722407937049866,0.11048996448516846
0.1705685555934906,0.15637682378292084
0.17391304671764374,0.2337837666273117
0.17725752294063568,0.2802376449108124
0.18060199916362762,0.31782907247543335
0.18394649028778076,0.34201058745384216
0.1872909665107727,0.4057732820510864
0.19063544273376465,0.4350191354751587
0.19397993385791779,0.44390755891799927
0.19732441008090973,0.5322042107582092
0.20066890120506287,0.5184246897697449
0.2040133774280548,0.5325528979301453
0.20735785365104675,0.50705486536026
0.2107023447751999,0.5358846187591553
0.21404682099819183,0.5477653741836548
0.21739129722118378,0.5405668616294861
0.22073578834533691,0.5041785836219788
0.22408026456832886,0.4785839915275574
0.2274247407913208,0.4947146475315094
0.23076923191547394,0.4374738335609436
0.23411370813846588,0.4338502883911133
0.23745819926261902,0.35696330666542053
0.24080267548561096,0.37348365783691406
0.2441471517086029,0.2893460690975189
0.24749164283275604,0.23309658467769623
0.2508361041545868,0.2562413513660431
0.2541806101799011,0.17802846431732178
0.25752508640289307,0.11160049587488174
0.260869562625885,0.08787096291780472
0.26421403884887695,0.016989756375551224
0.2675585150718689,-0.0272379070520401
0.2709030210971832,-0.034440942108631134
0.27424749732017517,-0.07462507486343384
0.2775919735431671,-0.17038697004318237
0.28093644976615906,-0.18541832268238068
0.284280925989151,-0.23851469159126282
0.28762540221214294,-0.24325700104236603
0.2909699082374573,-0.2835538387298584
0.2943143844604492,-0.30942219495773315
0.29765886068344116,-0.3404937982559204
0.3010033369064331,-0.3524622321128845
0.30434781312942505,-0.347347229719162
0.3076923191547394,-0.3583180904388428
0.3110367953777313,-0.3746565580368042
0.31438127160072327,-0.3747842609882355
0.3177257478237152,-0.3623904287815094
0.32107022404670715,-0.3705619275569916
0.3244147002696991,-0.3625670075416565
0.3277592062950134,-0.3860001862049103
0.33110368251800537,-0.37117916345596313
0.3344481587409973,-0.34712690114974976
0.33779263496398926,-0.30709150433540344
0.3411371111869812,-0.3024144768714905
0.34448161721229553,-0.24812671542167664
0.3478260934352875,-0.23122698068618774
0.3511705696582794,-0.20084191858768463
0.35451504588127136,-0.2060127854347229
0.3578595221042633,-0.1552984118461609
0.36120399832725525,-0.10562676936388016
0.3645485043525696,-0.07123282551765442
0.3678929805755615,-0.06515394151210785
0.37123745679855347,0.0010619661770761013
0.3745819330215454,0.05150303244590759
