t,observation
0.0,1.0051473379135132
0.0033444815780967474,1.0088557004928589
0.006688963156193495,0.9771401882171631
0.010033444501459599,0.9421012997627258
0.01337792631238699,0.9281418919563293
0.016722407191991806,0.8621445298194885
0.020066889002919197,0.7952963709831238
0.023411370813846588,0.773261308670044
0.02675585262477398,0.6882196068763733
0.03010033443570137,0.6371763348579407
0.03344481438398361,0.5203556418418884
0.03678929805755615,0.4562167227268219
0.040133778005838394,0.3938545286655426
0.043478261679410934,0.291723370552063
0.046822741627693176,0.17825615406036377
0.05016722530126572,0.14468732476234436
0.05351170524954796,0.0016273846849799156
0.0568561851978302,-0.061288803815841675
0.06020066887140274,-0.1681152582168579
0.06354515254497528,-0.23278774321079254
0.06688962876796722,-0.3260224461555481
0.07023411244153976,-0.4228637218475342
0.0735785961151123,-0.5114316344261169
0.07692307978868484,-0.553056538105011
0.08026755601167679,-0.6190474033355713
0.08361203968524933,-0.7243440747261047
0.08695652335882187,-0.7099785804748535
0.09030099958181381,-0.7640525102615356
0.09364548325538635,-0.8058132529258728
0.09698996692895889,-0.8434533476829529
0.10033445060253143,-0.7987979650497437
0.10367892682552338,-0.882450520992279
0.10702341049909592,-0.8500563502311707
0.11036789417266846,-0.8211073875427246
0.1137123703956604,-0.8577902317047119
0.11705685406923294,-0.81818026304245
0.12040133774280548,-0.7224298715591431
0.12374582141637802,-0.7122860550880432
0.12709030508995056,-0.6810933947563171
0.1304347813129425,-0.656913161277771
0.13377925753593445,-0.5151262879371643
0.13712374866008759,-0.5158145427703857
0.14046822488307953,-0.45849865674972534
0.14381270110607147,-0.3522786498069763
0.1471571922302246,-0.2982538640499115
0.15050166845321655,-0.2109912633895874
0.1538461595773697,-0.10046172142028809
0.15719063580036163,-0.05291465297341347
0.16053511202335358,0.05825380980968475
0.1638796031475067,0.1326563060283661
0.16722407937049866,0.200423464179039
0.1705685555934906,0.22351554036140442
0.17391304671764374,0.30218517780303955
0.17725752294063568,0.3957130014896393
0.18060199916362762,0.49823814630508423
0.18394649028778076,0.4984699487686157
0.1872909665107727,0.552753210067749
0.19063544273376465,0.5713844895362854
0.19397993385791779,0.6827679872512817
0.19732441008090973,0.6938217878341675
0.20066890120506287,0.6868911981582642
0.2040133774280548,0.7137181162834167
0.20735785365104675,0.736993670463562
0.2107023447751999,0.7271063327789307
0.21404682099819183,0.6901569962501526
0.21739129722118378,0.6907957792282104
0.22073578834533691,0.6992439031600952
0.22408026456832886,0.6403947472572327
0.2274247407913208,0.6312658190727234
0.23076923191547394,0.5557659864425659
0.23411370813846588,0.5424751043319702
0.23745819926261902,0.50035560131073
0.24080267548561096,0.4423145055770874
0.2441471517086029,0.35697484016418457
0.24749164283275604,0.2921495735645294
0.2508361041545868,0.2714725732803345
0.2541806101799011,0.1983707696199417
0.25752508640289307,0.13715216517448425
0.260869562625885,0.05117560923099518
0.26421403884887695,0.004905207082629204
0.2675585150718689,-0.07591594010591507
0.2709030210971832,-0.17301788926124573
0.27424749732017517,-0.19223272800445557
0.2775919735431671,-0.26958411931991577
0.28093644976615906,-0.2793779671192169
0.284280925989151,-0.36670157313346863
0.28762540221214294,-0.41917911171913147
0.2909699082374573,-0.4951324164867401
0.2943143844604492,-0.5027292966842651
0.29765886068344116,-0.550737738609314
0.3010033369064331,-0.5724780559539795
0.30434781312942505,-0.581207275390625
0.3076923191547394,-0.6200898885726929
0.3110367953777313,-0.6277392506599426
0.31438127160072327,-0.6296878457069397
0.3177257478237152,-0.6541066765785217
0.32107022404670715,-0.6044510006904602
0.3244147002696991,-0.6331331729888916
0.3277592062950134,-0.5731485486030579
0.33110368251800537,-0.5409381985664368
0.3344481587409973,-0.5027627348899841
0.33779263496398926,-0.45506080985069275
0.3411371111869812,-0.43639448285102844
0.34448161721229553,-0.3598712384700775
0.3478260934352875,-0.3612460196018219
0.3511705696582794,-0.3023577034473419
0.35451504588127136,-0.2530502676963806
0.3578595221042633,-0.17546126246452332
0.36120399832725525,-0.12667757272720337
0.3645485043525696,-0.05354221165180206
0.3678929805755615,-0.038636982440948486
0.37123745679855347,0.03523720055818558
0.3745819330215454,0.08272064477205276
0.37792640924453735,0.12775494158267975
0.3812708854675293,0.21507005393505096
0.38461539149284363,0.2757924199104309
0.38795986771583557,0.3168337345123291
0.3913043439388275,0.36715248227119446
0.39464882016181946,0.39462241530418396
0.3979932963848114,0.45667320489883423
0.40133780241012573,0.46040526032447815
0.4046822786331177,0.5013572573661804
0.4080267548561096,0.49288150668144226
0.41137123107910156,0.5334749221801758
0.4147157073020935,0.5069924592971802
0.41806018352508545,0.5261834859848022
0.4214046895503998,0.546562910079956
0.4247491657733917,0.5316134095191956
0.42809364199638367,0.5064296722412109
0.4314381182193756,0.49461767077445984
0.43478259444236755,0.44952332973480225
0.4381271004676819,0.4569498896598816
0.44147157669067383,0.4199422001838684
0.44481605291366577,0.41650164127349854
0.4481605291366577,0.36602652072906494
0.45150500535964966,0.31800058484077454
0.4548494815826416,0.24386750161647797
0.45819398760795593,0.21386335790157318
0.4615384638309479,0.16282112896442413
0.4648829400539398,0.11908268183469772
0.46822741627693176,0.08720330893993378
0.4715718924999237,0.020784737542271614
0.47491639852523804,-0.007749391719698906
0.47826087474823,-0.07157904654741287
0.4816053509712219,-0.08645200729370117
0.48494982719421387,-0.16050264239311218
0.4882943034172058,-0.18622590601444244
0.49163877964019775,-0.2572656571865082
0.4949832856655121,-0.30460911989212036
0.49832776188850403,-0.2987173795700073
0.5016722679138184,-0.31761908531188965
0.5050167441368103,-0.3341673016548157
0.5083612203598022,-0.37718698382377625
