t,observation
0.0,1.0024751424789429
0.0033444815780967474,0.9726415872573853
0.006688963156193495,0.9501248598098755
0.010033444501459599,0.8948293328285217
0.01337792631238699,0.8458089828491211
0.016722407191991806,0.7881199717521667
0.020066889002919197,0.7141435742378235
0.023411370813846588,0.5819165706634521
0.02675585262477398,0.5026291608810425
0.03010033443570137,0.3678555488586426
0.03344481438398361,0.24155539274215698
0.03678929805755615,0.13760513067245483
0.040133778005838394,0.020536797121167183
0.043478261679410934,-0.1280399113893509
0.046822741627693176,-0.24377471208572388
0.05016722530126572,-0.3378516137599945
0.05351170524954796,-0.45199695229530334
0.0568561851978302,-0.5349439382553101
0.06020066887140274,-0.6037120819091797
0.06354515254497528,-0.7021886706352234
0.06688962876796722,-0.7502015829086304
0.07023411244153976,-0.7964885830879211
0.0735785961151123,-0.8213807344436646
0.07692307978868484,-0.831275999546051
0.08026755601167679,-0.8596341013908386
0.08361203968524933,-0.8473267555236816
0.08695652335882187,-0.8084628582000732
0.09030099958181381,-0.7589221596717834
0.09364548325538635,-0.7072731852531433
0.09698996692895889,-0.6566239595413208
0.10033445060253143,-0.5674784779548645
0.10367892682552338,-0.47617968916893005
0.10702341049909592,-0.3972976505756378
0.11036789417266846,-0.2943691909313202
0.1137123703956604,-0.16412413120269775
0.11705685406923294,-0.07891575992107391
0.12040133774280548,0.046486735343933105
0.12374582141637802,0.14729350805282593
0.12709030508995056,0.21585939824581146
0.1304347813129425,0.31911978125572205
0.13377925753593445,0.4013783931732178
0.13712374866008759,0.46637362241744995
0.14046822488307953,0.5891671180725098
0.14381270110607147,0.6221179962158203
0.1471571922302246,0.6694338321685791
0.15050166845321655,0.6914933919906616
0.1538461595773697,0.7321996092796326
0.15719063580036163,0.7419142127037048
0.16053511202335358,0.7375558018684387
0.1638796031475067,0.6886139512062073
0.16722407937049866,0.6870113015174866
0.1705685555934906,0.5992993116378784
0.17391304671764374,0.5653165578842163
0.17725752294063568,0.5057640671730042
0.18060199916362762,0.44306227564811707
0.18394649028778076,0.36285337805747986
